link_id,Node1           ,Node2           
 PIPE_22453      ,A1190           ,AD10006-02-01   
 PIPE_23137      ,A1191           ,A1192           
 PIPE_21489      ,A1193           ,AD11133-06-01   
 PIPE_25241      ,A1187           ,AD10218-01-01   
 PIPE_20652      ,A718            ,A1196           
 PIPE_26778      ,A1197           ,A1821           
 PIPE_26781      ,A424            ,A1198           
 PIPE_27513      ,A1199           ,AD10342-01-01   
 PIPE_22368      ,A1200           ,A1201           
 PIPE_25032      ,A3455           ,AD10064-02-01   
 PIPE_15206      ,A1203           ,A1204           
 PIPE_19359      ,A440            ,AD10057-03-01   
 PIPE_19879      ,A1205           ,A1134           
 PIPE_18075      ,A439            ,A443            
 PIPE_29436      ,A192            ,AD11325-01-01   
 PIPE_19864      ,A444            ,A1206           
 PIPE_21214      ,A453            ,AD10867-01-01   
 PIPE_28936      ,A58             ,A1209           
 PIPE_24852      ,A1210           ,A1211           
 PIPE_21353      ,A373            ,AD10197-01-01   
 PIPE_18658      ,A461            ,A1212           
 PIPE_31896      ,A1213           ,A1214           
 PIPE_17800      ,A519            ,AD10006-06-01   
 PIPE_31902      ,A1214           ,A1216           
 PIPE_19162      ,A1214           ,A1217           
 PIPE_23752      ,A1217           ,AD10179-01-01   
 PIPE_24335      ,A3487           ,A1789           
 PIPE_20863      ,A1624           ,AD10053-02-01   
 PIPE_23408      ,A1219           ,A1220           
 PIPE_19236      ,A1221           ,AD10360-01-01   
 PIPE_21605      ,A258            ,AD10022-04-01   
 PIPE_20035      ,A2807           ,A1222           
 PIPE_28269      ,A1223           ,A1224           
 PIPE_28316      ,A1224           ,A3324           
 PIPE_25670      ,A1225           ,A1848           
 PIPE_23352      ,A477            ,A1226           
 PIPE_20964      ,A1229           ,AD11096-01-01   
 PIPE_30240      ,A1230           ,AD11680-04-01   
 PIPE_18630      ,A1232           ,AD10030-01-01   
 PIPE_20498      ,A2407           ,AD10030-02-01   
 PIPE_19352      ,A482            ,A1234           
 PIPE_21844      ,A1235           ,A1236           
 PIPE_22483      ,A3065           ,AD10065-03-01   
 PIPE_18754      ,A1239           ,A1240           
 PIPE_22273      ,A1241           ,A484            
 PIPE_24266      ,A2415           ,AD11069-01-01   
 PIPE_19308      ,A1243           ,AD10063-07-01   
 PIPE_28312      ,A3201           ,A1244           
 PIPE_31087      ,A499            ,A1245           
 PIPE_29724      ,A1439           ,A1246           
 PIPE_19981      ,A2232           ,AD10119-02-01   
 PIPE_24369      ,A1248           ,AD10397         
 PIPE_18931      ,A1249           ,A324            
 PIPE_26380      ,A1250           ,A2937           
 PIPE_17729      ,A1252           ,A1253           
 PIPE_24989      ,A1254           ,A10362-01-01    
 PIPE_17778      ,A1255           ,A1598           
 PIPE_19050      ,A3209           ,A1255           
 PIPE_25227      ,A2438           ,AD10216         
 PIPE_25558      ,A1323           ,AD11294-02-01   
 PIPE_24859      ,A518            ,AD10006-04-01   
 PIPE_17606      ,A3486           ,A1260           
 PIPE_23762      ,A1263           ,AD10178-01-01   
 PIPE_23773      ,A1262           ,A521            
 PIPE_27398      ,A1260           ,A2440           
 PIPE_27384      ,A1264           ,A1265           
 PIPE_29197      ,A1266           ,A1267           
 PIPE_26336      ,A2849           ,ASCRB2B         
 PIPE_18789      ,A1893           ,AD11115-02-01   
 PIPE_24034      ,A1270           ,A1271           
 PIPE_22151      ,A1275           ,A1860           
 PIPE_21472      ,A1276           ,A3497           
 PIPE_27591      ,A545            ,A1276           
 PIPE_23596      ,A1905           ,AD10139-01-01   
 PIPE_18973      ,A119            ,A1278           
 PIPE_27532      ,AD10011-07-01   ,A2450           
 PIPE_23123      ,A1280           ,A1908           
 PIPE_19237      ,A1281           ,A349            
 PIPE_27559      ,A1282           ,AD10086-04-01   
 PIPE_24186      ,A1283           ,A1284           
 PIPE_20857      ,A1285           ,A3439           
 PIPE_24291      ,A1286           ,AD11031-01-01   
 PIPE_24334      ,A3432           ,A1287           
 PIPE_24890      ,A1288           ,AD10077-05-01   
 PIPE_17929      ,A2801           ,AD10090-01-01   
 PIPE_24715      ,A1291           ,AD10088-01-01   
 PIPE_18249      ,A564            ,A1292           
 PIPE_24123      ,A1293           ,AD10056-04-01   
 PIPE_22499      ,A1294           ,A1295           
 PIPE_24920      ,A578            ,A580            
 PIPE_18727      ,A2908           ,AD10094-02-01   
 PIPE_32245      ,A647            ,A2463           
 PIPE_22515      ,A1297           ,A1298           
 PIPE_21710      ,A1299           ,A1300           
 PIPE_21005      ,A1929           ,AD10085-02-01   
 PIPE_20505      ,A1302           ,A1303           
 PIPE_23059      ,A3233           ,AD10085-04-01   
 PIPE_18417      ,A1306           ,A1305           
 PIPE_22275      ,A1034           ,A591            
 PIPE_26354      ,A1307           ,A984            
 PIPE_15210      ,A3088           ,A1309           
 PIPE_23561      ,A596            ,AD10108-02-01   
 PIPE_23499      ,A1312           ,AD10108-03-01   
 PIPE_23889      ,A600            ,A1313           
 PIPE_21024      ,A1314           ,A1315           
 PIPE_19967      ,A1315           ,A157            
 PIPE_19397      ,A1316           ,A1317           
 PIPE_19802      ,A614            ,A1318           
 PIPE_19526      ,A2484           ,AD10015-01-01   
 PIPE_24439      ,A2328           ,A2743           
 PIPE_19571      ,A613            ,AD10333         
 PIPE_23904      ,A610            ,A1321           
 PIPE_25812      ,A1322           ,A1323           
 PIPE_25814      ,A1697           ,A1322           
 PIPE_31714      ,A2753           ,A1222           
 PIPE_22602      ,A1220           ,A1324           
 PIPE_27394      ,A3189           ,A1325           
 PIPE_22932      ,A975            ,A1958           
 PIPE_29670      ,A1629           ,A1326           
 PIPE_19433      ,A1327           ,A1328           
 PIPE_21006      ,A1629           ,A1327           
 PIPE_21978      ,A2693           ,A1329           
 PIPE_26010      ,A1330           ,A1331           
 PIPE_22796      ,A1332           ,AD10074-07-01   
 PIPE_20670      ,A1333           ,A1334           
 PIPE_17990      ,A1335           ,AD10074-04-01   
 PIPE_22990      ,A1336           ,AD10084-05-01   
 PIPE_25022      ,A1337           ,A1338           
 PIPE_24042      ,A1339           ,A634            
 PIPE_23150      ,A485            ,A855            
 PIPE_24893      ,A946            ,AD10124-03-01   
 PIPE_18274      ,A946            ,A642            
 PIPE_27480      ,A1341           ,A1343           
 PIPE_23781      ,A2203           ,AD10076-06-01   
 PIPE_19409      ,A652            ,AD10087-01-01   
 PIPE_19980      ,A1347           ,A126            
 PIPE_23620      ,A1348           ,A662            
 PIPE_26445      ,A675            ,A664            
 PIPE_21487      ,A3383           ,AD10043-01-01   
 PIPE_20757      ,A1351           ,AD10262-01-01   
 PIPE_24676      ,A672            ,AD10240-01-01   
 PIPE_31292      ,A671            ,A1353           
 PIPE_21968      ,A1354           ,AD10090-05-01   
 PIPE_26442      ,A661            ,A674            
 PIPE_25933      ,AD11274-01-01   ,A662            
 PIPE_20963      ,A3525           ,AD10148-01-01   
 PIPE_20783      ,A1356           ,A1357           
 PIPE_18356      ,A1358           ,A1589           
 PIPE_21350      ,A1359           ,A1360           
 PIPE_20600      ,A689            ,A1361           
 PIPE_25101      ,A1362           ,A1363           
 PIPE_26475      ,A1364           ,A1365           
 PIPE_26131      ,A2186           ,A117            
 PIPE_26474      ,A1368           ,A1366           
 PIPE_26412      ,A1367           ,A1368           
 PIPE_18059      ,A2518           ,A1369           
 PIPE_29191      ,A3271           ,A1370           
 PIPE_29193      ,A3211           ,A691            
 PIPE_21981      ,A1372           ,AD10109-02-01   
 PIPE_19457      ,A1373           ,A1374           
 PIPE_24077      ,A205            ,A1373           
 PIPE_22479      ,A1177           ,A1375           
 PIPE_27420      ,A617            ,A703            
 PIPE_25604      ,A1376           ,AD11513-01-01   
 PIPE_29170      ,A1377           ,A3279           
 PIPE_28603      ,A1378           ,A3705           
 PIPE_21729      ,A1380           ,A1381           
 PIPE_20046      ,A1382           ,A1383           
 PIPE_30879      ,A1385           ,A1386           
 PIPE_26136      ,A1387           ,AD11421-01-01   
 PIPE_26137      ,A3708           ,AD11411-01-01   
 PIPE_27078      ,A1389           ,A1390           
 PIPE_24843      ,A1391           ,AD10013-04-01   
 PIPE_18967      ,A1393           ,A1389           
 PIPE_20750      ,A1394           ,A1395           
 PIPE_23945      ,A75             ,AD10285-01-01   
 PIPE_30299      ,A74             ,A1396           
 PIPE_31448      ,A1904           ,A1397           
 PIPE_31439      ,A1397           ,A3541           
 PIPE_31432      ,A1397           ,AD11677         
 PIPE_18298      ,A1399           ,A1400           
 PIPE_29176      ,A911            ,A1401           
 PIPE_20758      ,A730            ,AD11131-01-01   
 PIPE_27005      ,A1403           ,A1404           
 PIPE_18819      ,A2633           ,A1405           
 PIPE_29949      ,A732            ,A1406           
 PIPE_31707      ,A1433           ,A2967           
 PIPE_27322      ,A1409           ,A1410           
 PIPE_28593      ,A736            ,A738            
 PIPE_28383      ,AD11525-01-01   ,A739            
 PIPE_29996      ,A3300           ,A2558           
 PIPE_29933      ,A1416           ,A1418           
 PIPE_23813      ,A1428           ,A1429           
 PIPE_28389      ,A1430           ,A755            
 PIPE_28255      ,A754            ,AD11596         
 PIPE_31645      ,A1432           ,A756            
 PIPE_30089      ,A757            ,AD11656-01-01   
 PIPE_30499      ,A1418           ,AD11631-01-01   
 PIPE_26940      ,A1437           ,A3320           
 PIPE_31825      ,A3323           ,AD11771         
 PIPE_30794      ,A760            ,A1440           
 PIPE_20415      ,A1442           ,A3313           
 PIPE_17637      ,A1441           ,A1442           
 PIPE_20855      ,A1443           ,A1128           
 PIPE_25175      ,A1444           ,AD10061-02-01   
 PIPE_18594      ,A1445           ,A769            
 PIPE_17881      ,A1446           ,AD10120-02-01   
 PIPE_26068      ,A1447           ,A1448           
 PIPE_21227      ,A1449           ,A2545           
 PIPE_30853      ,A2028           ,A415            
 PIPE_26505      ,A346            ,A1451           
 PIPE_24415      ,A1452           ,AD10282-01-01   
 PIPE_24779      ,A1453           ,A1454           
 PIPE_27404      ,A1456           ,A2994           
 PIPE_20556      ,A2584           ,A1437           
 PIPE_28632      ,A1459           ,AD11610-02-01   
 PIPE_28668      ,A1460           ,AD11609-03-01   
 PIPE_28640      ,A1461           ,A1460           
 PIPE_28797      ,A1459           ,A1462           
 PIPE_28644      ,A2074           ,A1464           
 PIPE_28642      ,A2589           ,A3327           
 PIPE_28617      ,A1466           ,AD11608-01-01   
 PIPE_29951      ,A1468           ,AD11648-01-01   
 PIPE_30087      ,A789            ,AD11605-01-01   
 PIPE_31159      ,A2076           ,AD11739-01-01   
 PIPE_29926      ,A1472           ,A1473           
 PIPE_31752      ,A1474           ,A3181           
 PIPE_31095      ,A793            ,A1476           
 PIPE_27182      ,A798            ,A3558           
 PIPE_25062      ,A15             ,AD10977-01-01   
 PIPE_21875      ,A845            ,AD10202-01-01   
 PIPE_28947      ,A54             ,A1479           
 PIPE_24451      ,A807            ,A1480           
 PIPE_23998      ,A886            ,A1481           
 PIPE_31173      ,A1482           ,A1483           
 PIPE_28440      ,A3727           ,AD11451-01-01   
 PIPE_28262      ,AD11542-01-01   ,A1485           
 PIPE_28415      ,A1486           ,A1487           
 PIPE_29719      ,A815            ,A816            
 PIPE_28609      ,A1488           ,A819            
 PIPE_28490      ,A1489           ,A1490           
 PIPE_28250      ,A820            ,AD11597         
 PIPE_28546      ,A826            ,A1491           
 PIPE_28542      ,A1492           ,A1493           
 PIPE_31278      ,A233            ,AD11774-01-01   
 PIPE_22068      ,A831            ,A1498           
 PIPE_24521      ,A1499           ,A1500           
 PIPE_22915      ,A1501           ,A1499           
 PIPE_19854      ,A232            ,A1501           
 PIPE_29912      ,A1502           ,A1              
 PIPE_31198      ,A1504           ,A3016           
 PIPE_30029      ,A1505           ,A832            
 PIPE_30638      ,A1506           ,AD11690-01-01   
 PIPE_29972      ,A1509           ,A1510           
 PIPE_29974      ,A741            ,A1509           
 PIPE_29529      ,A1511           ,A2630           
 PIPE_27198      ,A1210           ,A1512           
 PIPE_24271      ,A454            ,A1513           
 PIPE_29201      ,A2385           ,A1056           
 PIPE_21652      ,A14             ,A1514           
 PIPE_19021      ,A25             ,A849            
 PIPE_19941      ,A1516           ,AD10955-01-01   
 PIPE_23449      ,A1516           ,A848            
 PIPE_20355      ,A850            ,A23             
 PIPE_17822      ,A1517           ,A1518           
 PIPE_18541      ,A1519           ,A1520           
 PIPE_25504      ,A1521           ,A857            
 PIPE_31268      ,A1522           ,A1600           
 PIPE_29629      ,A3028           ,A1748           
 PIPE_19606      ,A2127           ,AD10079-02-01   
 PIPE_29481      ,A1747           ,AD10250-01-01   
 PIPE_15329      ,A1525           ,A2125           
 PIPE_22419      ,A456            ,AD10335-01-01   
 PIPE_22425      ,A1527           ,A1528           
 PIPE_27013      ,A265            ,A1529           
 PIPE_20324      ,A1703           ,A1530           
 PIPE_22638      ,A1531           ,A27             
 PIPE_17751      ,A866            ,A1532           
 PIPE_20212      ,A1404           ,A1533           
 PIPE_30520      ,A3038           ,A2107           
 PIPE_29662      ,A33             ,A1534           
 PIPE_24596      ,A36             ,A1536           
 PIPE_23681      ,A1537           ,A1538           
 PIPE_20499      ,A1539           ,A1540           
 PIPE_18121      ,A1542           ,A875            
 PIPE_27092      ,A643            ,AD10124-04-01   
 PIPE_20040      ,A1545           ,A1546           
 PIPE_21272      ,A882            ,A1007           
 PIPE_22866      ,A38             ,A1548           
 PIPE_22104      ,A1549           ,A1123           
 PIPE_28912      ,A1550           ,A1551           
 PIPE_24806      ,A1480           ,AD10210-01-01   
 PIPE_19058      ,A1553           ,A1554           
 PIPE_29594      ,A3365           ,A2112           
 PIPE_18880      ,A635            ,A1557           
 PIPE_21772      ,A67             ,A1558           
 PIPE_24575      ,A1559           ,A1560           
 PIPE_24961      ,A1561           ,AD11141-03-01   
 PIPE_20597      ,A3049           ,AD10287-01-01   
 PIPE_19666      ,A1564           ,AD11023-01-01   
 PIPE_21504      ,A71             ,A1564           
 PIPE_30286      ,A74             ,A1565           
 PIPE_30293      ,A1565           ,A1566           
 PIPE_30292      ,A1566           ,A1567           
 PIPE_24628      ,A84             ,AD11067-01-01   
 PIPE_26634      ,A1569           ,A913            
 PIPE_28686      ,A1571           ,A1572           
 PIPE_30754      ,A2167           ,AD11773         
 PIPE_24420      ,A1574           ,A1575           
 PIPE_29557      ,A1576           ,A609            
 PIPE_22569      ,A925            ,AD10181-01-01   
 PIPE_25373      ,A1578           ,A1579           
 PIPE_19131      ,A1580           ,A95             
 PIPE_19139      ,A583            ,A930            
 PIPE_22891      ,A1581           ,A1582           
 PIPE_21460      ,A1585           ,AD10005-01-01   
 PIPE_22174      ,A3376           ,AD10005-02-01   
 PIPE_27459      ,A101            ,AD10036-01-01   
 PIPE_22047      ,A1590           ,A1591           
 PIPE_25931      ,AD11247-01-01   ,A1593           
 PIPE_22828      ,A941            ,AD10863-01-01   
 PIPE_21324      ,A943            ,A1595           
 PIPE_25284      ,A942            ,A1596           
 PIPE_25205      ,A1598           ,A1599           
 PIPE_31270      ,A1600           ,AD11766-01-01   
 PIPE_26034      ,A949            ,A1601           
 PIPE_24934      ,A328            ,AD11148-02-01   
 PIPE_28587      ,A739            ,A1603           
 PIPE_26410      ,A1365           ,A1605           
 PIPE_22615      ,A2187           ,A1606           
 PIPE_17968      ,A1608           ,A1609           
 PIPE_24105      ,A952            ,A1610           
 PIPE_22084      ,A657            ,A958            
 PIPE_27192      ,A1613           ,A125            
 PIPE_22618      ,A1614           ,A1615           
 PIPE_26297      ,A1976           ,A1618           
 PIPE_24471      ,A3074           ,A1619           
 PIPE_24355      ,A1620           ,A1621           
 PIPE_26375      ,A1278           ,A961            
 PIPE_24561      ,A240            ,AD10008-01-01   
 PIPE_26649      ,A1623           ,A1624           
 PIPE_24336      ,A137            ,A144            
 PIPE_25087      ,A1625           ,A131            
 PIPE_24332      ,A1626           ,A1627           
 PIPE_18264      ,A1627           ,A1628           
 PIPE_29611      ,A2702           ,A137            
 PIPE_25936      ,A966            ,A1630           
 PIPE_21895      ,A1630           ,A1631           
 PIPE_18402      ,A1632           ,A141            
 PIPE_23893      ,A142            ,A1633           
 PIPE_25193      ,A1634           ,A1635           
 PIPE_18127      ,A2701           ,AD10098-02-01   
 PIPE_20329      ,A1637           ,A976            
 PIPE_19594      ,A1113           ,A1638           
 PIPE_20146      ,A1113           ,AD10871-01-01   
 PIPE_19770      ,A148            ,AD10056-03-01   
 PIPE_23241      ,A2704           ,AD11148         
 PIPE_15324      ,A2458           ,AD11148-01-01   
 PIPE_26292      ,A3606           ,AD10125-02-01   
 PIPE_20080      ,A985            ,A1645           
 PIPE_22162      ,A1939           ,AD10276-01-01   
 PIPE_25152      ,A167            ,AD11125-01-01   
 PIPE_19878      ,A1648           ,A1649           
 PIPE_26510      ,A1650           ,A165            
 PIPE_17678      ,A987            ,A200            
 PIPE_29467      ,A1778           ,A1648           
 PIPE_23828      ,A1651           ,A991            
 PIPE_23214      ,A169            ,A988            
 PIPE_19346      ,A168            ,A1179           
 PIPE_22713      ,A1596           ,A1652           
 PIPE_18508      ,A1653           ,A994            
 PIPE_18700      ,A1654           ,A1254           
 PIPE_22170      ,A1655           ,A1656           
 PIPE_20491      ,A1659           ,A188            
 PIPE_19439      ,A1660           ,AD10075-04-01   
 PIPE_20510      ,A1662           ,A1663           
 PIPE_18889      ,A2630           ,A2636           
 PIPE_18988      ,A199            ,A829            
 PIPE_18499      ,A201            ,AD11145-01-01   
 PIPE_23809      ,A1666           ,A3445           
 PIPE_17733      ,A2229           ,AD10011-05-01   
 PIPE_19472      ,A549            ,A2942           
 PIPE_26946      ,A501            ,A1668           
 PIPE_23646      ,A1668           ,A497            
 PIPE_31108      ,A1023           ,AD11670-01-01   
 PIPE_22040      ,A1081           ,A214            
 PIPE_20449      ,A1027           ,A1669           
 PIPE_26930      ,A1030           ,A2035           
 PIPE_23826      ,A1032           ,AD10017-01-01   
 PIPE_21719      ,A608            ,A1030           
 PIPE_20513      ,A1671           ,AD10075-06-01   
 PIPE_20540      ,A1672           ,A219            
 PIPE_22816      ,A1036           ,A1093           
 PIPE_22994      ,A226            ,A1673           
 PIPE_22685      ,A1093           ,AD10075-08-01   
 PIPE_20946      ,A228            ,A1675           
 PIPE_22428      ,A1037           ,A230            
 PIPE_21709      ,A1676           ,A1041           
 PIPE_25696      ,A1164           ,A392            
 PIPE_18160      ,A1677           ,A2250           
 PIPE_22265      ,A3600           ,A1678           
 PIPE_19266      ,A1679           ,A1680           
 PIPE_25338      ,A1678           ,A1681           
 PIPE_21774      ,A1682           ,AD10035-02-01   
 PIPE_20668      ,A251            ,A1683           
 PIPE_23083      ,A1684           ,A1685           
 PIPE_22362      ,A1687           ,A1542           
 PIPE_26446      ,A1688           ,A514            
 PIPE_18186      ,A257            ,A1690           
 PIPE_23444      ,A174            ,A1691           
 PIPE_18639      ,A1691           ,A1654           
 PIPE_25560      ,A256            ,A1692           
 PIPE_24107      ,A1055           ,A1221           
 PIPE_24785      ,A1690           ,A1693           
 PIPE_23906      ,A1693           ,AD10022-02-01   
 PIPE_20933      ,A1695           ,AD10367-01-01   
 PIPE_27259      ,A1060           ,AD10357-01-01   
 PIPE_18616      ,A1698           ,AD10046-02-01   
 PIPE_25282      ,A998            ,A1699           
 PIPE_23841      ,A1700           ,A1701           
 PIPE_20455      ,A1702           ,A1703           
 PIPE_23497      ,A1063           ,A1704           
 PIPE_20038      ,A1063           ,AD10223-01-01   
 PIPE_21003      ,A1066           ,A1706           
 PIPE_19604      ,A1707           ,A2274           
 PIPE_21639      ,A1709           ,A1710           
 PIPE_24558      ,A1711           ,A1391           
 PIPE_24792      ,A921            ,AD10052-01-01   
 PIPE_20594      ,A1077           ,AD10003-04-01   
 PIPE_23428      ,A1715           ,AD10966         
 PIPE_20123      ,A1078           ,A1715           
 PIPE_20639      ,A1089           ,AD10366-02-01   
 PIPE_18818      ,A282            ,A1716           
 PIPE_18386      ,A1717           ,A1718           
 PIPE_30773      ,A1719           ,A177            
 PIPE_17768      ,A1720           ,AD10882-02-01   
 PIPE_29207      ,A2143           ,A1721           
 PIPE_22609      ,A1171           ,A1722           
 PIPE_19633      ,A1723           ,A288            
 PIPE_18289      ,A1090           ,A1726           
 PIPE_23178      ,A1092           ,AD10865         
 PIPE_18623      ,A1728           ,A1729           
 PIPE_19453      ,A1728           ,AD10084-02-01   
 PIPE_24541      ,A3422           ,A296            
 PIPE_23342      ,A1730           ,A300            
 PIPE_22673      ,A418            ,A1449           
 PIPE_22079      ,A304            ,A1732           
 PIPE_25398      ,A1627           ,AD10083-01-01   
 PIPE_19064      ,A1735           ,AD10058-01-01   
 PIPE_22805      ,A1630           ,A2770           
 PIPE_19364      ,A1736           ,A1737           
 PIPE_21364      ,A1739           ,A1740           
 PIPE_31606      ,A1105           ,A1738           
 PIPE_20658      ,A1740           ,A310            
 PIPE_22231      ,A310            ,AD10277         
 PIPE_31462      ,A2041           ,AD11678         
 PIPE_23392      ,A1743           ,A1744           
 PIPE_19692      ,A1745           ,A1114           
 PIPE_18030      ,A2313           ,A1749           
 PIPE_23651      ,A1750           ,A859            
 PIPE_24165      ,A332            ,A1121           
 PIPE_18126      ,A334            ,A636            
 PIPE_22295      ,A971            ,A1753           
 PIPE_24216      ,A2700           ,A1754           
 PIPE_24490      ,A974            ,A1755           
 PIPE_23464      ,A1126           ,A1756           
 PIPE_21079      ,A1757           ,A338            
 PIPE_26415      ,A3157           ,AD10295-01-01   
 PIPE_18232      ,A1759           ,AD10147-01-01   
 PIPE_29502      ,A1760           ,A3050           
 PIPE_24686      ,A2736           ,AD10029-02-01   
 PIPE_21331      ,A1033           ,A1762           
 PIPE_24895      ,A2792           ,A871            
 PIPE_22087      ,A1136           ,A1763           
 PIPE_28993      ,AD11495         ,A436            
 PIPE_24454      ,A1756           ,A1764           
 PIPE_30254      ,A3434           ,AD11629-01-01   
 PIPE_19943      ,A1766           ,AD10136-01-01   
 PIPE_19792      ,A1767           ,A1766           
 PIPE_27426      ,A1143           ,A357            
 PIPE_21012      ,A1769           ,AD10133-02-01   
 PIPE_24997      ,A1771           ,AD10129-01-01   
 PIPE_25357      ,A1991           ,AD10133-01-01   
 PIPE_31296      ,A1774           ,A1775           
 PIPE_29548      ,A1182           ,A1776           
 PIPE_26204      ,A1777           ,A1776           
 PIPE_23823      ,A1778           ,A1780           
 PIPE_17967      ,A1782           ,A1783           
 PIPE_24286      ,A368            ,A1784           
 PIPE_19063      ,A2348           ,AD10935-01-01   
 PIPE_26275      ,A1784           ,A1786           
 PIPE_24582      ,A1784           ,A1788           
 PIPE_17972      ,A1789           ,AD10162         
 PIPE_25591      ,A2354           ,AD11255-01-01   
 PIPE_19175      ,A445            ,AD10081-01-01   
 PIPE_20944      ,A381            ,A1792           
 PIPE_19779      ,A1793           ,AD10090-04-01   
 PIPE_21828      ,A380            ,A1794           
 PIPE_21496      ,A1795           ,A1796           
 PIPE_23345      ,A376            ,A190            
 PIPE_24559      ,A1797           ,A1798           
 PIPE_26074      ,A1164           ,A1003           
 PIPE_27104      ,A2333           ,A1799           
 PIPE_24455      ,A1799           ,A3158           
 PIPE_19838      ,A1801           ,A1193           
 PIPE_18596      ,A2019           ,AD11188-01-01   
 PIPE_22651      ,A1253           ,A1803           
 PIPE_24569      ,A2805           ,AD10300-01-01   
 PIPE_20690      ,A1806           ,AD10265-01-01   
 PIPE_24208      ,A1808           ,A1178           
 PIPE_20050      ,A172            ,A2811           
 PIPE_20635      ,A1810           ,AD10031-03-01   
 PIPE_24163      ,A171            ,A1810           
 PIPE_22302      ,A1811           ,A1812           
 PIPE_25248      ,A3448           ,AD10326         
 PIPE_19962      ,A1185           ,AD10117-01-01   
 PIPE_20339      ,A1817           ,A1818           
 PIPE_31214      ,A416            ,A2078           
 PIPE_21889      ,A421            ,AD10432-03-01   
 PIPE_26775      ,A1820           ,A1821           
 PIPE_15258      ,A1384           ,A1823           
 PIPE_31121      ,A416            ,A1824           
 PIPE_17670      ,A2252           ,A551            
 PIPE_19670      ,A1825           ,A1826           
 PIPE_18906      ,A1829           ,A428            
 PIPE_20108      ,A353            ,A1827           
 PIPE_19707      ,A1828           ,A1829           
 PIPE_26492      ,A435            ,A1830           
 PIPE_22729      ,A1832           ,A1833           
 PIPE_19413      ,A1207           ,A1832           
 PIPE_17642      ,A1834           ,AD10078-01-01   
 PIPE_25012      ,A1835           ,A1834           
 PIPE_19443      ,A1528           ,AD10165-01-01   
 PIPE_21955      ,A801            ,AD10128-02-01   
 PIPE_19557      ,A1837           ,A1838           
 PIPE_31900      ,A1780           ,A1213           
 PIPE_19640      ,A1220           ,A1841           
 PIPE_31044      ,A1057           ,A1842           
 PIPE_20908      ,A465            ,A1843           
 PIPE_19567      ,A1219           ,A467            
 PIPE_22105      ,A3670           ,AD10307-01-01   
 PIPE_21169      ,A1845           ,A1302           
 PIPE_15452      ,A1845           ,AD10246-01-01   
 PIPE_31091      ,A1474           ,A1847           
 PIPE_31461      ,A1849           ,A1850           
 PIPE_30951      ,A1851           ,A1103           
 PIPE_25004      ,A3193           ,A1229           
 PIPE_18944      ,A1852           ,A1853           
 PIPE_22093      ,A1241           ,A1854           
 PIPE_20243      ,A1855           ,A1752           
 PIPE_20986      ,A1235           ,AD10402-02-01   
 PIPE_22020      ,A1857           ,A1852           
 PIPE_25587      ,A479            ,A1239           
 PIPE_18259      ,A1858           ,A481            
 PIPE_20684      ,A43             ,AD10066-02-01   
 PIPE_23152      ,A1860           ,A1861           
 PIPE_31251      ,A486            ,AD11715-02      
 PIPE_15204      ,A542            ,A2860           
 PIPE_23218      ,A492            ,AD11071         
 PIPE_24915      ,A2419           ,AD10088-03-01   
 PIPE_19124      ,A772            ,A1866           
 PIPE_23661      ,A563            ,A491            
 PIPE_21145      ,A3218           ,AD10033-01-01   
 PIPE_20432      ,A1869           ,A1870           
 PIPE_21876      ,A3217           ,A505            
 PIPE_17580      ,A1718           ,A1871           
 PIPE_22949      ,A1872           ,A507            
 PIPE_18479      ,A1875           ,AD10054-01-01   
 PIPE_25209      ,A2435           ,A1874           
 PIPE_21464      ,A2438           ,AD10219-01-01   
 PIPE_21685      ,A513            ,A2262           
 PIPE_23370      ,A518            ,A1877           
 PIPE_23931      ,A460            ,AD10168-01-01   
 PIPE_24444      ,A1879           ,A1880           
 PIPE_21032      ,A1881           ,A1262           
 PIPE_21163      ,A3485           ,A1882           
 PIPE_24025      ,A1883           ,A1884           
 PIPE_26265      ,A1885           ,A1886           
 PIPE_31841      ,A2520           ,A1888           
 PIPE_18851      ,A1889           ,A1890           
 PIPE_19870      ,A1891           ,A526            
 PIPE_27007      ,A527            ,A528            
 PIPE_21592      ,A1892           ,A2444           
 PIPE_18129      ,A1894           ,A1895           
 PIPE_30000      ,A1896           ,A2076           
 PIPE_30122      ,A1473           ,A3304           
 PIPE_19972      ,A2550           ,AD10107-01-01   
 PIPE_18409      ,A1902           ,A2859           
 PIPE_20890      ,A1903           ,A1902           
 PIPE_29452      ,A547            ,A1280           
 PIPE_27522      ,A553            ,A1869           
 PIPE_21047      ,A2428           ,A1906           
 PIPE_27471      ,A2862           ,A552            
 PIPE_28271      ,A1244           ,A1223           
 PIPE_19285      ,A2734           ,A1909           
 PIPE_24659      ,A1911           ,A1286           
 PIPE_24009      ,A2863           ,A557            
 PIPE_18200      ,A1298           ,A439            
 PIPE_24933      ,A3508           ,AD10413-01-01   
 PIPE_20414      ,A980            ,A2866           
 PIPE_24968      ,A569            ,AD10126         
 PIPE_22203      ,A565            ,AD10268         
 PIPE_22963      ,A567            ,A569            
 PIPE_20032      ,A3393           ,A336            
 PIPE_25297      ,A1915           ,A147            
 PIPE_22516      ,A1916           ,A3690           
 PIPE_25088      ,A1643           ,A1917           
 PIPE_23511      ,A3229           ,AD10401         
 PIPE_27057      ,A2310           ,AD10058-04-01   
