link_id,Node1           ,Node2           
 PIPE_17883      ,A2902           ,A1333           
 PIPE_18392      ,A2902           ,A16             
 PIPE_23263      ,A3248           ,A2698           
 PIPE_22355      ,A1337           ,AD10095-04-01   
 PIPE_19045      ,A2504           ,A3252           
 PIPE_31929      ,A3253           ,A3254           
 PIPE_26228      ,A3255           ,A2873           
 PIPE_18755      ,A1972           ,AD11193-02-01   
 PIPE_25711      ,A2505           ,A3258           
 PIPE_29498      ,A665            ,A2915           
 PIPE_18797      ,A126            ,A1356           
 PIPE_24495      ,A660            ,A3260           
 PIPE_22878      ,A2919           ,A3261           
 PIPE_27021      ,AD11229-02-01   ,A2917           
 PIPE_25216      ,A3263           ,A3264           
 PIPE_24599      ,A3263           ,A3524           
 PIPE_25609      ,A2507           ,AD11483-01-01   
 PIPE_25605      ,A2507           ,A676            
 PIPE_18430      ,A678            ,A3265           
 PIPE_23966      ,A293            ,AD10055-01-01   
 PIPE_18516      ,A2926           ,AD10053-01-01   
 PIPE_24838      ,A1360           ,A2658           
 PIPE_25390      ,A2928           ,A690            
 PIPE_27308      ,A3271           ,A3272           
 PIPE_26060      ,A2520           ,A2517           
 PIPE_26270      ,A2517           ,A2521           
 PIPE_20179      ,A1373           ,A1770           
 PIPE_21936      ,A2935           ,A3273           
 PIPE_20603      ,A1150           ,A3274           
 PIPE_20067      ,A2937           ,A2938           
 PIPE_21310      ,A701            ,A120            
 PIPE_18218      ,A2228           ,A120            
 PIPE_24368      ,A1375           ,A707            
 PIPE_19260      ,A2011           ,A3276           
 PIPE_24617      ,A3275           ,A3276           
 PIPE_30761      ,A1377           ,A3131           
 PIPE_28565      ,A3280           ,A1495           
 PIPE_24196      ,A1931           ,AD10430-01-01   
 PIPE_23301      ,A3182           ,AD10085-01-01   
 PIPE_30888      ,A2539           ,A1025           
 PIPE_30878      ,A1386           ,A3536           
 PIPE_26202      ,A713            ,A3288           
 PIPE_22056      ,A1710           ,A3291           
 PIPE_21256      ,A1079           ,A720            
 PIPE_30278      ,A1567           ,A3293           
 PIPE_22663      ,A3050           ,AD11141-02-01   
 PIPE_23603      ,A910            ,AD10106-01-01   
 PIPE_18553      ,A3712           ,A1399           
 PIPE_31504      ,A1434           ,A2674           
 PIPE_29997      ,A3300           ,A2972           
 PIPE_30002      ,A2049           ,A3300           
 PIPE_29915      ,A2559           ,A1502           
 PIPE_31636      ,A748            ,A2568           
 PIPE_28400      ,A2974           ,AD11536         
 PIPE_28353      ,A3305           ,A751            
 PIPE_31667      ,A752            ,A3306           
 PIPE_31673      ,A753            ,A2975           
 PIPE_28599      ,A2570           ,A754            
 PIPE_31643      ,A756            ,A1433           
 PIPE_31516      ,A3307           ,A3308           
 PIPE_31744      ,A759            ,A3309           
 PIPE_19679      ,A3311           ,AD10120-01-01   
 PIPE_30795      ,A1440           ,A2063           
 PIPE_21007      ,A3311           ,A3312           
 PIPE_30250      ,A2780           ,A3313           
 PIPE_17960      ,A3314           ,A2576           
 PIPE_29442      ,A2797           ,A3394           
 PIPE_20827      ,A1144           ,A1443           
 PIPE_17943      ,A3315           ,A3316           
 PIPE_19678      ,A356            ,A1445           
 PIPE_17942      ,A2985           ,A3311           
 PIPE_20153      ,A1455           ,A1132           
 PIPE_30861      ,A3317           ,A2991           
 PIPE_20335      ,A773            ,A3318           
 PIPE_25150      ,A3318           ,AD10872-01-01   
 PIPE_26939      ,A3320           ,AD11217-03-01   
 PIPE_31827      ,A3322           ,AD11765         
 PIPE_31802      ,A3323           ,A3322           
 PIPE_28660      ,A1462           ,A783            
 PIPE_28618      ,A3327           ,A788            
 PIPE_30012      ,A2076           ,A789            
 PIPE_31112      ,A2078           ,A3674           
 PIPE_22417      ,A2081           ,AD10215-01-01   
 PIPE_28437      ,A2598           ,AD11456-01-01   
 PIPE_28436      ,A3008           ,A3334           
 PIPE_28521      ,A821            ,A2085           
 PIPE_28460      ,A3010           ,A3011           
 PIPE_28536      ,A3013           ,AD11378-01-01   
 PIPE_28334      ,A2607           ,A1378           
 PIPE_21159      ,A669            ,AD10269-01-01   
 PIPE_25988      ,A2094           ,A198            
 PIPE_17976      ,A2802           ,A41             
 PIPE_27028      ,A2100           ,A3341           
 PIPE_21713      ,A844            ,AD10225-01-01   
 PIPE_24182      ,A3345           ,A1966           
 PIPE_19136      ,A849            ,A3345           
 PIPE_22708      ,A3030           ,A3346           
 PIPE_24111      ,A2624           ,A1524           
 PIPE_24512      ,A1687           ,AD10018-02-01   
 PIPE_22529      ,A268            ,A250            
 PIPE_19757      ,A3348           ,A865            
 PIPE_21430      ,A2634           ,A3349           
 PIPE_27107      ,A2634           ,A863            
 PIPE_28979      ,A1209           ,A2133           
 PIPE_30564      ,A3351           ,A3352           
 PIPE_23246      ,A3353           ,A2467           
 PIPE_23861      ,A3354           ,A2868           
 PIPE_18060      ,A2288           ,A3355           
 PIPE_22129      ,A3357           ,AD10228-01-01   
 PIPE_23810      ,A1173           ,A956            
 PIPE_21707      ,A956            ,A3357           
 PIPE_20115      ,A2148           ,A1037           
 PIPE_23863      ,A1540           ,A3358           
 PIPE_15338      ,A40             ,A672            
 PIPE_24513      ,A3361           ,A1549           
 PIPE_22902      ,A2155           ,A3363           
 PIPE_24427      ,A2645           ,A3364           
 PIPE_18163      ,A65             ,A2647           
 PIPE_20129      ,A2776           ,A1559           
 PIPE_19706      ,A3049           ,A3367           
 PIPE_18487      ,A3367           ,A3584           
 PIPE_20019      ,A1392           ,A2514           
 PIPE_19222      ,A3370           ,A90             
 PIPE_18304      ,A91             ,A3054           
 PIPE_23714      ,A3291           ,AD10003-02-01   
 PIPE_23666      ,A269            ,A2168           
 PIPE_22898      ,A649            ,AD10094-01-01   
 PIPE_20717      ,A1115           ,A3373           
 PIPE_20970      ,A587            ,A1285           
 PIPE_25103      ,A98             ,A3058           
 PIPE_21171      ,A1585           ,A3376           
 PIPE_24273      ,A522            ,A101            
 PIPE_23535      ,A64             ,A3377           
 PIPE_25323      ,A939            ,A64             
 PIPE_19617      ,A3061           ,A3592           
 PIPE_24197      ,A2176           ,A939            
 PIPE_19575      ,A644            ,A3028           
 PIPE_18376      ,A483            ,AD10063-01-01   
 PIPE_25959      ,A3064           ,A1239           
 PIPE_26031      ,A2671           ,A19             
 PIPE_19787      ,A2672           ,A1517           
 PIPE_18497      ,A2504           ,A112            
 PIPE_20598      ,A112            ,A2126           
 PIPE_18945      ,A1117           ,A3379           
 PIPE_19395      ,A2119           ,A3380           
 PIPE_23652      ,A2675           ,A2229           
 PIPE_24422      ,A122            ,A3069           
 PIPE_24597      ,A121            ,A955            
 PIPE_23510      ,A1611           ,A1613           
 PIPE_18893      ,A1615           ,AD10041-01-01   
 PIPE_18467      ,A2681           ,A1614           
 PIPE_24406      ,A2192           ,A3383           
 PIPE_27503      ,A1050           ,A1199           
 PIPE_23568      ,A625            ,AD10095-02-01   
 PIPE_19458      ,A3385           ,A3386           
 PIPE_19654      ,A345            ,AD11141-05-01   
 PIPE_20373      ,A1956           ,A3389           
 PIPE_21868      ,A145            ,A142            
 PIPE_19023      ,A2912           ,A2202           
 PIPE_19043      ,A3259           ,A582            
 PIPE_21884      ,A2213           ,A3395           
 PIPE_17617      ,A1168           ,A1651           
 PIPE_18496      ,A988            ,A1650           
 PIPE_22039      ,A3107           ,A2709           
 PIPE_19989      ,A2725           ,A172            
 PIPE_18138      ,A2439           ,A1653           
 PIPE_18174      ,A995            ,A2217           
 PIPE_30770      ,A2437           ,A2265           
 PIPE_25815      ,A3130           ,A997            
 PIPE_23935      ,A1693           ,A2219           
 PIPE_17808      ,A2714           ,A2447           
 PIPE_21446      ,A3097           ,A2220           
 PIPE_19411      ,A184            ,A1660           
 PIPE_23737      ,A2719           ,AD10420-01-01   
 PIPE_24955      ,A1300           ,AD10418-01-01   
 PIPE_25923      ,A2836           ,A1003           
 PIPE_23257      ,A1979           ,A3361           
 PIPE_18569      ,A195            ,A1808           
 PIPE_24687      ,A1009           ,AD10205-01-01   
 PIPE_25342      ,A1014           ,A2226           
 PIPE_19189      ,A1016           ,A2009           
 PIPE_21976      ,A1017           ,A2940           
 PIPE_21284      ,A2788           ,A1074           
 PIPE_21334      ,A1305           ,A3401           
 PIPE_17936      ,A2740           ,A1675           
 PIPE_19966      ,A224            ,A3402           
 PIPE_20988      ,A2240           ,A224            
 PIPE_19408      ,A3100           ,A3118           
 PIPE_19760      ,A2092           ,A2720           
 PIPE_22790      ,A239            ,A3405           
 PIPE_24029      ,A1047           ,A2405           
 PIPE_23982      ,A1676           ,AD10116-03-01   
 PIPE_15537      ,A2254           ,A3409           
 PIPE_22806      ,A3121           ,AD10002-03-01   
 PIPE_22267      ,A3409           ,A3348           
 PIPE_18507      ,A1052           ,A1684           
 PIPE_19005      ,A3409           ,A1682           
 PIPE_21530      ,A1685           ,AD10051-01-01   
 PIPE_23618      ,A2483           ,A2255           
 PIPE_19471      ,A2216           ,A1058           
 PIPE_23435      ,A1058           ,A1061           
 PIPE_18214      ,A619            ,A1511           
 PIPE_24917      ,A1702           ,A3412           
 PIPE_29009      ,A55             ,A2633           
 PIPE_19506      ,A2274           ,AD10363-01-01   
 PIPE_23203      ,A1071           ,A1708           
 PIPE_21850      ,A1071           ,AD10868-01-01   
 PIPE_20982      ,A3414           ,AD10859-01-01   
 PIPE_24033      ,A3377           ,A861            
 PIPE_19035      ,A2733           ,A278            
 PIPE_25092      ,A1074           ,A1081           
 PIPE_26306      ,A277            ,A605            
 PIPE_17891      ,A287            ,A3417           
 PIPE_20165      ,A287            ,A2806           
 PIPE_20752      ,A292            ,A3059           
 PIPE_20241      ,A1591           ,AD10341-01-01   
 PIPE_19890      ,A3421           ,A2292           
 PIPE_21680      ,A3421           ,A2295           
 PIPE_20173      ,A2869           ,A3424           
 PIPE_29609      ,A3244           ,A2872           
 PIPE_22432      ,A2299           ,AD10098-01-01   
 PIPE_23395      ,A1229           ,AD11096-02-01   
 PIPE_23033      ,A477            ,A1739           
 PIPE_20889      ,A316            ,A1743           
 PIPE_23925      ,A1329           ,A1580           
 PIPE_20586      ,A3373           ,AD10395-01-01   
 PIPE_24146      ,A2313           ,A3428           
 PIPE_18265      ,A2628           ,A2772           
 PIPE_20809      ,A1747           ,A1119           
 PIPE_22661      ,A324            ,A322            
 PIPE_24615      ,A51             ,A3429           
 PIPE_19982      ,A2208           ,A2318           
 PIPE_31526      ,A2322           ,A2781           
 PIPE_20875      ,A68             ,A2785           
 PIPE_24394      ,A399            ,AD10873-01-01   
 PIPE_22041      ,A384            ,A2407           
 PIPE_19500      ,A2379           ,A3432           
 PIPE_18964      ,A337            ,A3435           
 PIPE_24696      ,A2005           ,AD10109-01-01   
 PIPE_20176      ,A1771           ,A1769           
 PIPE_18454      ,A1151           ,A3437           
 PIPE_31594      ,A1780           ,AD11696         
 PIPE_22448      ,A2346           ,A372            
 PIPE_19942      ,A374            ,A1157           
 PIPE_23140      ,A1166           ,A1793           
 PIPE_21321      ,A3165           ,A1835           
 PIPE_18769      ,A1797           ,A381            
 PIPE_23021      ,A3441           ,A2331           
 PIPE_20968      ,A2363           ,A1175           
 PIPE_19861      ,A3442           ,A1805           
 PIPE_24705      ,A2709           ,A3443           
 PIPE_21458      ,A2811           ,A3444           
 PIPE_22979      ,A1191           ,A1011           
 PIPE_29906      ,A3016           ,A743            
 PIPE_25125      ,A3447           ,A3448           
 PIPE_20413      ,A3174           ,A3449           
 PIPE_17809      ,A3174           ,A3447           
 PIPE_21865      ,A409            ,A1190           
 PIPE_23702      ,A3450           ,A1814           
 PIPE_19849      ,A412            ,A3091           
 PIPE_18379      ,A1187           ,A411            
 PIPE_18767      ,A2371           ,A201            
 PIPE_20418      ,A420            ,AD10432-02-01   
 PIPE_23706      ,A1196           ,A3453           
 PIPE_27361      ,A2596           ,A3454           
 PIPE_26931      ,A3074           ,A1825           
 PIPE_24294      ,A3455           ,A1828           
 PIPE_23734      ,A3164           ,A3456           
 PIPE_22285      ,A2821           ,A3458           
 PIPE_26193      ,A3163           ,AD11481-01-01   
 PIPE_27335      ,A25             ,A3460           
 PIPE_23242      ,A456            ,AD10161-01-01   
 PIPE_18191      ,A1529           ,A2618           
 PIPE_23489      ,A12             ,A446            
 PIPE_21097      ,A453            ,A3464           
 PIPE_25324      ,A180            ,A264            
 PIPE_15613      ,A3466           ,A2824           
 PIPE_31893      ,A1213           ,A3467           
 PIPE_23231      ,A3468           ,A2395           
 PIPE_31895      ,A3469           ,A2765           
 PIPE_26147      ,AD11321-01-01   ,A2830           
 PIPE_23587      ,A464            ,A3471           
 PIPE_25808      ,A3473           ,A2398           
 PIPE_25809      ,A2488           ,A3473           
 PIPE_25871      ,A3473           ,A3129           
 PIPE_30233      ,A472            ,AD11680-03-01   
 PIPE_31678      ,A791            ,A1851           
 PIPE_25281      ,A1848           ,A476            
 PIPE_19355      ,A3453           ,A3088           
 PIPE_31473      ,A1102           ,A1849           
 PIPE_19573      ,A3193           ,A2553           
 PIPE_30952      ,A3477           ,A1103           
 PIPE_20810      ,A2404           ,A1679           
 PIPE_15199      ,A1854           ,AD10077-02-01   
 PIPE_25369      ,A2314           ,A3480           
 PIPE_24001      ,A494            ,A2419           
 PIPE_30085      ,A2421           ,AD11602-01-01   
 PIPE_18303      ,A1866           ,A2683           
 PIPE_23425      ,A3480           ,A1914           
 PIPE_19528      ,A2426           ,AD10878-02-01   
 PIPE_24199      ,A505            ,A2838           
 PIPE_30073      ,A3173           ,A2841           
 PIPE_18876      ,A2435           ,AD11221-01-01   
 PIPE_22970      ,A2439           ,A254            
 PIPE_24301      ,A3484           ,A462            
 PIPE_27164      ,A1217           ,A3484           
 PIPE_19490      ,A3484           ,A3485           
 PIPE_24585      ,A3485           ,A3486           
 PIPE_26121      ,A2440           ,A3487           
 PIPE_17901      ,A1877           ,A519            
 PIPE_26339      ,A3212           ,A3489           
 PIPE_31845      ,A1888           ,ABD             
 PIPE_26201      ,A3491           ,A3492           
 PIPE_23789      ,AGMtoSCR        ,A3211           
 PIPE_23470      ,A2850           ,AD11137-02-01   
 PIPE_29984      ,A2842           ,A1896           
 PIPE_24038      ,A2449           ,AD10131-02-01   
 PIPE_22279      ,A1906           ,AD10448-01-01   
 PIPE_25341      ,A2862           ,A3203           
 PIPE_26192      ,A3162           ,A96             
 PIPE_20075      ,A557            ,A2864           
 PIPE_18989      ,A2453           ,A1288           
 PIPE_23941      ,A1034           ,A3500           
 PIPE_21200      ,A470            ,AD10085-06-01   
 PIPE_22740      ,A470            ,A560            
 PIPE_28317      ,A3324           ,A654            
 PIPE_25546      ,A2459           ,A3224           
 PIPE_19676      ,A3605           ,A562            
 PIPE_22332      ,A1917           ,A565            
 PIPE_24390      ,A2460           ,A153            
 PIPE_17763      ,A2461           ,A3504           
 PIPE_17633      ,A2462           ,A318            
 PIPE_22343      ,A3233           ,A1935           
 PIPE_27227      ,A2475           ,A2476           
 PIPE_23727      ,A1933           ,A2477           
 PIPE_20401      ,A2478           ,A3508           
 PIPE_18114      ,A1936           ,AD10085-07-01   
 PIPE_18336      ,A595            ,A2479           
 PIPE_21782      ,A3236           ,A3510           
 PIPE_25040      ,A2480           ,A1941           
 PIPE_23159      ,A2883           ,A2414           
 PIPE_24640      ,A1944           ,A159            
 PIPE_18852      ,A2486           ,A2787           
 PIPE_28939      ,A2134           ,A1947           
 PIPE_28942      ,A53             ,A1952           
 PIPE_28925      ,A2893           ,A1952           
 PIPE_26014      ,A2899           ,A3513           
 PIPE_20705      ,A2699           ,A3152           
 PIPE_23880      ,A2775           ,A3515           
 PIPE_18294      ,A638            ,A3517           
 PIPE_22682      ,A2499           ,AD10382-01-01   
 PIPE_23298      ,A640            ,A1335           
 PIPE_19097      ,A3256           ,A2908           
 PIPE_25707      ,A651            ,A1343           
 PIPE_25202      ,A1205           ,A3254           
 PIPE_26782      ,A2917           ,A3264           
 PIPE_20825      ,A3439           ,A1979           
 PIPE_24848      ,A2506           ,A3104           
 PIPE_17789      ,A1357           ,A3525           
 PIPE_21781      ,A3528           ,A1358           
 PIPE_20289      ,A689            ,A3529           
 PIPE_18321      ,A2290           ,A3370           
 PIPE_19805      ,A1361           ,A93             
 PIPE_30733      ,A919            ,A3270           
 PIPE_21676      ,A1997           ,A3530           
 PIPE_24787      ,A3273           ,A1151           
 PIPE_24588      ,A2933           ,A1148           
 PIPE_20346      ,A2938           ,A700            
 PIPE_25335      ,A1375           ,A2015           
 PIPE_32026      ,A3534           ,A2528           
 PIPE_32025      ,A3534           ,A2146           
 PIPE_29728      ,A2946           ,A2017           
 PIPE_27594      ,A3535           ,A2017           
 PIPE_23166      ,A708            ,AD10308-01-01   
 PIPE_20698      ,A2820           ,A1662           
 PIPE_25176      ,A2877           ,A2948           
 PIPE_29918      ,A3304           ,A2559           
 PIPE_26948      ,A3288           ,A714            
 PIPE_30212      ,A3290           ,AD11594-01-01   
 PIPE_30199      ,A3290           ,A2065           
 PIPE_28627      ,A2953           ,A3539           
 PIPE_18242      ,A2036           ,A1393           
 PIPE_20488      ,A2037           ,A2758           
 PIPE_21451      ,A1453           ,A722            
 PIPE_20002      ,A1395           ,A1757           
 PIPE_31440      ,A3541           ,AD11677-01-01   
 PIPE_22140      ,A1400           ,A2550           
 PIPE_28572      ,A2967           ,A1409           
 PIPE_29977      ,A693            ,A2103           
 PIPE_28387      ,A2569           ,A2974           
 PIPE_31851      ,A2979           ,A2981           
 PIPE_26934      ,A2574           ,AD11217-04      
 PIPE_23751      ,A762            ,AD10138-01-01   
 PIPE_30259      ,A2780           ,A3434           
 PIPE_22758      ,A1441           ,A3314           
 PIPE_23479      ,A1445           ,A3552           
 PIPE_26145      ,A1447           ,AD11454-01-01   
 PIPE_28624      ,A3539           ,A2373           
 PIPE_29561      ,A1456           ,A3554           
 PIPE_19147      ,A345            ,A777            
 PIPE_18131      ,A3386           ,A778            
 PIPE_26774      ,A1821           ,A1818           
 PIPE_23488      ,A2595           ,A3000           
 PIPE_22339      ,A3000           ,A3192           
 PIPE_21572      ,A2079           ,A3559           
 PIPE_25673      ,A3191           ,A1225           
 PIPE_20021      ,A807            ,A850            
 PIPE_24269      ,A2111           ,AD10211-01-01   
 PIPE_22138      ,A803            ,AD11015-01-01   
 PIPE_21429      ,A1481           ,AD10121-01-01   
 PIPE_28324      ,A813            ,A814            
 PIPE_28613      ,A3008           ,A818            
 PIPE_28548      ,A1491           ,A3336           
 PIPE_24979      ,A2100           ,A3340           
 PIPE_30582      ,A1505           ,A3564           
 PIPE_30570      ,A3352           ,AD11659-01-01   
 PIPE_24037      ,A1512           ,A3569           
 PIPE_17724      ,A449            ,AD10336-01-01   
 PIPE_28946      ,A54             ,A3571           
 PIPE_18716      ,A2117           ,A2123           
 PIPE_24260      ,A3028           ,A20             
 PIPE_20283      ,A2125           ,A2121           
 PIPE_25551      ,AD11327-01-01   ,A2389           
 PIPE_17668      ,A2631           ,A2276           
 PIPE_19122      ,A2630           ,A267            
 PIPE_17679      ,A1403           ,A29             
 PIPE_30525      ,A3023           ,A3038           
 PIPE_30572      ,A3574           ,A3351           
 PIPE_30568      ,A3343           ,A3574           
 PIPE_23575      ,A871            ,A3354           
 PIPE_26438      ,A873            ,A3067           
 PIPE_17635      ,A3358           ,AD10365-01-01   
 PIPE_22178      ,A3359           ,A3577           
 PIPE_19320      ,A3359           ,A3578           
 PIPE_18453      ,A2641           ,A1053           
 PIPE_18471      ,A1548           ,A110            
 PIPE_22191      ,A1480           ,A1553           
 PIPE_26701      ,A1554           ,A2156           
 PIPE_23422      ,A3044           ,AD10231-01-01   
 PIPE_19174      ,A1338           ,AD10096-02-01   
 PIPE_24306      ,A1334           ,A65             
 PIPE_19681      ,A2649           ,A3248           
 PIPE_18480      ,A3248           ,A3365           
 PIPE_21175      ,A906            ,A3263           
 PIPE_15384      ,A3367           ,A71             
 PIPE_19481      ,A78             ,A83             
 PIPE_28693      ,A1401           ,A914            
 PIPE_28793      ,A2165           ,A1571           
 PIPE_27589      ,A916            ,AD11642-01-01   
 PIPE_22444      ,A3054           ,AD10194         
 PIPE_21833      ,A2034           ,A88             
 PIPE_24801      ,A1391           ,A927            
 PIPE_25112      ,A2515           ,AD10020-01-01   
 PIPE_18882      ,A938            ,A3588           
 PIPE_23911      ,A3530           ,AD10013-03-01   
 PIPE_21896      ,A103            ,A3061           
 PIPE_18353      ,A2176           ,A3593           
 PIPE_21908      ,A1597           ,A1875           
 PIPE_22299      ,A3380           ,AD10392-01-01   
 PIPE_26373      ,A2523           ,A118            
 PIPE_22478      ,A2679           ,AD11111-01-01   
 PIPE_30311      ,A3071           ,A1982           
 PIPE_18877      ,A3524           ,AD11189-02-01   
 PIPE_19391      ,A247            ,A3598           
 PIPE_18154      ,A240            ,A3601           
 PIPE_20187      ,A2694           ,AD10431-01-01   
 PIPE_17612      ,A1635           ,AD10098-03-01   
 PIPE_25973      ,A3076           ,A966            
 PIPE_23299      ,A3554           ,A967            
 PIPE_23129      ,A2316           ,A2700           
 PIPE_20708      ,A2203           ,A645            
 PIPE_31937      ,A3253           ,A2874           
 PIPE_19186      ,A2205           ,A3083           
 PIPE_26360      ,A2205           ,A1341           
 PIPE_26294      ,A3605           ,A2321           
 PIPE_21195      ,A2317           ,A3606           
 PIPE_26284      ,A313            ,A2212           
 PIPE_27062      ,A3090           ,A2662           
 PIPE_17687      ,A176            ,A174            
 PIPE_22747      ,A2220           ,A1000           
 PIPE_20221      ,A183            ,A1659           
 PIPE_17856      ,A3612           ,A3099           
 PIPE_24112      ,A1663           ,A3612           
 PIPE_24014      ,A1663           ,A2718           
 PIPE_23864      ,A2722           ,A193            
 PIPE_26304      ,A3445           ,A3107           
 PIPE_26943      ,A3112           ,A1668           
 PIPE_31077      ,A2730           ,A498            
 PIPE_28629      ,A1246           ,A2952           
 PIPE_31685      ,A3617           ,A2030           
 PIPE_20954      ,A218            ,A3620           
 PIPE_20386      ,A2739           ,AD10073-02-01   
 PIPE_24645      ,A3118           ,A3623           
 PIPE_18414      ,A3623           ,A2243           
 PIPE_22940      ,A3625           ,A238            
 PIPE_23738      ,A2747           ,A2245           
 PIPE_24557      ,A1680           ,A1677           
 PIPE_20961      ,A3626           ,A3625           
 PIPE_29680      ,A1681           ,A3626           
 PIPE_22180      ,A94             ,A2385           
 PIPE_18683      ,A1040           ,A2257           
 PIPE_20796      ,A258            ,A2271           
 PIPE_23484      ,A1706           ,A1064           
 PIPE_20911      ,A3364           ,A1403           
 PIPE_23386      ,A1708           ,A261            
 PIPE_24906      ,A3464           ,A3414           
 PIPE_20407      ,A263            ,A259            
 PIPE_17862      ,A266            ,A878            
 PIPE_20633      ,A272            ,A2736           
 PIPE_21929      ,A2759           ,A270            
 PIPE_19243      ,A2664           ,A2733           
 PIPE_22509      ,A2280           ,A2734           
 PIPE_20334      ,A291            ,A1992           
 PIPE_20547      ,A3422           ,A299            
 PIPE_22621      ,A2112           ,A3422           
 PIPE_23454      ,A1744           ,A3637           
 PIPE_20004      ,A1097           ,A3141           
 PIPE_27461      ,A2300           ,A1958           
 PIPE_15389      ,A1737           ,A1745           
 PIPE_18313      ,A1100           ,A3639           
 PIPE_21468      ,A2302           ,A3640           
 PIPE_28775      ,A2834           ,A2881           
 PIPE_24006      ,A2771           ,A3641           
 PIPE_27237      ,A1748           ,A979            
 PIPE_23741      ,A3644           ,A196            
 PIPE_27255      ,A1854           ,A3644           
 PIPE_25550      ,AD11324-01-01   ,A1521           
 PIPE_21950      ,A1234           ,A3646           
 PIPE_23606      ,A132            ,A1337           
 PIPE_23900      ,A2208           ,A3153           
 PIPE_24701      ,A768            ,A2209           
 PIPE_23543      ,A2323           ,A1759           
 PIPE_19152      ,A1131           ,AD10286-01-01   
 PIPE_30846      ,A1129           ,A3648           
 PIPE_18867      ,A2654           ,A347            
 PIPE_25236      ,A1760           ,A3385           
 PIPE_23300      ,A2786           ,A3650           
 PIPE_21478      ,A1762           ,AD10017-02-01   
 PIPE_25507      ,A3073           ,A1181           
 PIPE_23637      ,A2342           ,AD10011-02-01   
 PIPE_18381      ,A2577           ,A3655           
 PIPE_20761      ,A3655           ,A1146           
 PIPE_26509      ,A1157           ,A2811           
 PIPE_20936      ,AD11123-01-01   ,A2346           
 PIPE_19253      ,A1788           ,A1789           
 PIPE_21279      ,A1792           ,AD10267-01-01   
 PIPE_21930      ,A1800           ,A1801           
 PIPE_23271      ,A387            ,A204            
 PIPE_20522      ,A1193           ,A3441           
 PIPE_24741      ,A389            ,A3175           
 PIPE_24500      ,A408            ,A2804           
 PIPE_24140      ,A1174           ,A2018           
 PIPE_18220      ,A3167           ,A2361           
 PIPE_23718      ,A2363           ,A1725           
 PIPE_20692      ,A3661           ,A2839           
 PIPE_20220      ,A1880           ,AD10004-02-01   
 PIPE_22268      ,A1186           ,A3664           
 PIPE_18695      ,A2371           ,A3176           
 PIPE_18995      ,A2816           ,A3450           
 PIPE_22321      ,A422            ,A3180           
 PIPE_26777      ,AD11233-02-01   ,A1197           
 PIPE_24832      ,A3559           ,A422            
 PIPE_29434      ,A1201           ,A3353           
 PIPE_20951      ,A3183           ,A1203           
 PIPE_18684      ,A432            ,A647            
 PIPE_22050      ,A1286           ,A2224           
 PIPE_15207      ,A2803           ,A3668           
 PIPE_31285      ,A234            ,A670            
 PIPE_22751      ,A2387           ,A2383           
 PIPE_18538      ,A1528           ,A2387           
 PIPE_19002      ,A2388           ,A457            
 PIPE_22518      ,A3569           ,A3466           
 PIPE_20208      ,A3443           ,A459            
 PIPE_31889      ,A3469           ,A1216           
 PIPE_17708      ,A2831           ,A1698           
 PIPE_31043      ,A1842           ,A3277           
 PIPE_21836      ,A1843           ,A3670           
 PIPE_20001      ,A283            ,AD10325-01-01   
 PIPE_22811      ,A3401           ,AD10067-03-01   
 PIPE_19301      ,A2404           ,A248            
 PIPE_18617      ,A3158           ,AD10153-01-01   
 PIPE_19385      ,A1812           ,A1047           
 PIPE_21747      ,A883            ,A478            
 PIPE_25155      ,A3065           ,A3196           
 PIPE_20916      ,A3170           ,A1241           
 PIPE_26428      ,A152            ,A2704           
 PIPE_21769      ,A494            ,A149            
 PIPE_19906      ,A1621           ,A2187           
 PIPE_27146      ,A3442           ,A1088           
 PIPE_31430      ,A1842           ,A2531           
 PIPE_22745      ,A3167           ,A1252           
 PIPE_19333      ,A3593           ,A516            
 PIPE_23564      ,A1882           ,A1263           
 PIPE_18016      ,A1882           ,A2848           
 PIPE_27243      ,A3489           ,A3679           
 PIPE_27387      ,A3491           ,A1264           
 PIPE_27388      ,A1264           ,A3680           
 PIPE_29424      ,A2443           ,A1889           
 PIPE_23019      ,A2851           ,A1891           
 PIPE_20399      ,A1895           ,AD11115-01-01   
 PIPE_22250      ,A2449           ,A129            
 PIPE_27524      ,A553            ,A2450           
 PIPE_22974      ,A1282           ,A1281           
 PIPE_21190      ,A3500           ,AD10069-01-01   
 PIPE_22812      ,A3225           ,AD10874-01-01   
 PIPE_23213      ,A3226           ,A1294           
 PIPE_20250      ,A1293           ,A1915           
 PIPE_24193      ,A3226           ,A1916           
 PIPE_25501      ,A3394           ,A2459           
 PIPE_15702      ,A1923           ,A3229           
 PIPE_25697      ,A2465           ,A2204           
 PIPE_24149      ,A1926           ,A3232           
 PIPE_31620      ,A3087           ,A3236           
 PIPE_20851      ,A2883           ,AD11118-01-01   
 PIPE_20910      ,A3241           ,A2888           
 PIPE_19448      ,A613            ,A1949           
 PIPE_19748      ,A1955           ,A2490           
 PIPE_22985      ,A1631           ,A2492           
 PIPE_22356      ,A964            ,A3694           
 PIPE_23770      ,A2298           ,A1735           
 PIPE_22852      ,A1736           ,A621            
 PIPE_21293      ,A3639           ,A2195           
 PIPE_22836      ,A1959           ,AD10403-01-01   
